PersonType,Age,CityState,Injury,SafetyDevice,Date,Time,County,Location,Troop
ADULT,35,"WARRENTON, MO",MODERATE,YES,2024-06-16,1:32PM,ST. CHARLES,INTERSTATE 70 WESTBOUND WEST OF HIGHWAY 79,C
ADULT,45,"WARRENTON, MO",MINOR,NO,2024-06-16,1:32PM,ST. CHARLES,INTERSTATE 70 WESTBOUND WEST OF HIGHWAY 79,C
ADULT,21,"WARRENTON, MO",NO INJURY,YES,2024-06-16,1:32PM,ST. CHARLES,INTERSTATE 70 WESTBOUND WEST OF HIGHWAY 79,C
ADULT,29,"DESOTO, MO",MINOR,YES,2024-06-16,1:24AM,FRANKLIN,ROUTE A AT POTTERY ROAD,C
ADULT,68,"WASHINGTON, MO",NO INJURY,YES,2024-06-16,1:24AM,FRANKLIN,ROUTE A AT POTTERY ROAD,C
ADULT,20,"FLORISSANT, MO",NO INJURY,YES,2024-06-15,6:17PM,ST. CHARLES,WESTBOUND I-70 WEST OF ZUMBEHL ROAD,C
ADULT,47,"ST CHARLES,MO",MINOR,YES,2024-06-15,6:17PM,ST. CHARLES,WESTBOUND I-70 WEST OF ZUMBEHL ROAD,C
ADULT,44,"O'FALLON, MO",NO INJURY,YES,2024-06-15,6:17PM,ST. CHARLES,WESTBOUND I-70 WEST OF ZUMBEHL ROAD,C
ADULT,71,"ST CHARLES, MO",MINOR,YES,2024-06-15,6:17PM,ST. CHARLES,WESTBOUND I-70 WEST OF ZUMBEHL ROAD,C
ADULT,36,"ST CHARLES, MO",NO INJURY,YES,2024-06-15,6:17PM,ST. CHARLES,WESTBOUND I-70 WEST OF ZUMBEHL ROAD,C
ADULT,30,"UNION, MO",SERIOUS,NO,2024-06-15,2:40PM,FRANKLIN,"DRY BRANCH ROAD, WEST OF TURKEY RIDGE ROAD",C
ADULT,25,"ST. CLAIR, MO",MODERATE,YES,2024-06-14,10:13PM,WASHINGTON,MO 47 SOUTH OF TOBY MEADOWS LN,C
ADULT,72,"FLORISSANT, MO",NO INJURY,YES,2024-06-14,9:36PM,ST. LOUIS,MISSOURI 180 WEST OF NORTH AND SOUTH ROAD,C
ADULT,71,"ST LOUIS, MO",FATAL,EXEMPT,2024-06-14,9:36PM,ST. LOUIS,MISSOURI 180 WEST OF NORTH AND SOUTH ROAD,C
ADULT,63,"SILEX, MO",SERIOUS,EXEMPT,2024-06-14,5:45PM,LINCOLN,EASTBOUND ROUTE E EAST OF ROUTE UU,C
ADULT,19,"RICHWOODS, MO",MINOR,YES,2024-06-14,4:18PM,FRANKLIN,EASTBOUND MO 30 EAST OF BIRDIE LANE,C
ADULT,54,"ARNOLD, MO",NO INJURY,YES,2024-06-14,4:18PM,FRANKLIN,EASTBOUND MO 30 EAST OF BIRDIE LANE,C
ADULT,65,"WRIGHT CITY, MO",MINOR,YES,2024-06-14,2:38PM,LINCOLN,ROUTE W NORTH OF ROUTE B,C
ADULT,66,"BONNE TERRE, MO",MINOR,YES,2024-06-14,10:00AM,ST. FRANCOIS,NORTHBOUND US 67 SOUTH OF ROSENER ROAD,C
ADULT,23,"BONNE TERRE, MO",NO INJURY,YES,2024-06-14,10:00AM,ST. FRANCOIS,NORTHBOUND US 67 SOUTH OF ROSENER ROAD,C
ADULT,81,"BLACKWELL, MO",NO INJURY,YES,2024-06-14,10:00AM,ST. FRANCOIS,NORTHBOUND US 67 SOUTH OF ROSENER ROAD,C
ADULT,38,"BRIDGEWATER, NS",NO INJURY,YES,2024-06-13,9:05PM,ST. CHARLES,I-70 WEST OF US 61,C
ADULT,60,"CATHEDRAL CITY, CA",NO INJURY,YES,2024-06-13,9:05PM,ST. CHARLES,I-70 WEST OF US 61,C
ADULT,59,"WINFIELD, MO",MINOR,YES,2024-06-13,9:05PM,ST. CHARLES,I-70 WEST OF US 61,C
ADULT,47,"POTOSI, MO",NO INJURY,YES,2024-06-13,7:00PM,WASHINGTON,MISSOURI 21 AT ROUTE E,C
ADULT,36,"FREDERICKTOWN, MO",MINOR,NO,2024-06-13,7:00PM,WASHINGTON,MISSOURI 21 AT ROUTE E,C
ADULT,19,"CALEDONIA, MO",MINOR,YES,2024-06-13,7:00PM,WASHINGTON,MISSOURI 21 AT ROUTE E,C
ADULT,90,"BELGRADE, MO",NO INJURY,YES,2024-06-13,7:00PM,WASHINGTON,MISSOURI 21 AT ROUTE E,C
ADULT,19,"FARMINGTON, MO",MINOR,YES,2024-06-13,10:32AM,WASHINGTON,HIGHWAY 8 AT BOAR ROAD,C
JUVENILE,16,"POTOSI, MO",NO INJURY,YES,2024-06-13,10:32AM,WASHINGTON,HIGHWAY 8 AT BOAR ROAD,C
ADULT,19,"DESLOGE, MO",NO INJURY,YES,2024-06-13,10:32AM,WASHINGTON,HIGHWAY 8 AT BOAR ROAD,C
ADULT,60,"ST. CHARLES, MO",MINOR,YES,2024-06-13,12:32AM,ST. CHARLES,MO 94 AT HEIGER LN,C
ADULT,40,"ST. LOUIS, MO",MINOR,NO,2024-06-12,8:55PM,JEFFERSON,LITTLE ANTIRE RD NORTH OF HIGHWAY PP,C
JUVENILE,0,"BISMARCK, MO",MODERATE,NO,2024-06-12,6:10PM,ST. FRANCOIS,MO 221 NORTH OF FIRST ST,C
ADULT,31,"BISMARCK, MO",MINOR,NO,2024-06-12,6:10PM,ST. FRANCOIS,MO 221 NORTH OF FIRST ST,C
ADULT,53,"MONROE, GA",SERIOUS,NO,2024-06-12,3:25PM,ST. LOUIS,EASTBOUND INTERSTATE 70 EAST OF MISSOURI 141,C
ADULT,55,"CONNELY SPRINGS, NC",NO INJURY,YES,2024-06-12,3:25PM,ST. LOUIS,EASTBOUND INTERSTATE 70 EAST OF MISSOURI 141,C
ADULT,UNK,UNKNOWN,NO INJURY,UNKNOWN,2024-06-12,3:25PM,ST. LOUIS,EASTBOUND INTERSTATE 70 EAST OF MISSOURI 141,C
ADULT,24,"TROY, MO",MODERATE,YES,2024-06-12,12:15PM,LINCOLN,NORTHBOUND ROUTE J NORTH OF IMPERIAL DRIVE,C
ADULT,32,"PHILIDELPHIA, PA",NO INJURY,YES,2024-06-12,12:00PM,ST. CHARLES,WESTBOUND INTERSTATE 70 EAST OF T.R. HUGHES BLVD,C
ADULT,22,"WENTZVILLE, MO",NO INJURY,YES,2024-06-12,12:00PM,ST. CHARLES,WESTBOUND INTERSTATE 70 EAST OF T.R. HUGHES BLVD,C
ADULT,40,"WENTZVILLE, MO",NO INJURY,YES,2024-06-12,12:00PM,ST. CHARLES,WESTBOUND INTERSTATE 70 EAST OF T.R. HUGHES BLVD,C
ADULT,76,"KINGSVILLE, MO",MINOR,YES,2024-06-12,12:00PM,ST. CHARLES,WESTBOUND INTERSTATE 70 EAST OF T.R. HUGHES BLVD,C
ADULT,67,"KINGSVILLE, MO",NO INJURY,YES,2024-06-12,12:00PM,ST. CHARLES,WESTBOUND INTERSTATE 70 EAST OF T.R. HUGHES BLVD,C
ADULT,22,"DESOTO, MO",MINOR,YES,2024-06-12,7:35AM,STE. GENEVIEVE,SOUTHBOUND FRENCH VILLAGE ROAD AT AUBUCHON,C
ADULT,20,"BLOOMSDALE, MO",SERIOUS,YES,2024-06-12,7:35AM,STE. GENEVIEVE,SOUTHBOUND FRENCH VILLAGE ROAD AT AUBUCHON,C
ADULT,18,"FENTON, MO",NO INJURY,YES,2024-06-12,5:36AM,JEFFERSON,ROUTE W AND MISSOURI 109,C
ADULT,57,"EUREKA, MO",MODERATE,YES,2024-06-12,5:36AM,JEFFERSON,ROUTE W AND MISSOURI 109,C
ADULT,21,"ELSBERRY, MO",MINOR,YES,2024-06-11,9:18PM,LINCOLN,NORTHBOUND MISSOURI 79 AT ROUTE M,C
ADULT,36,"ST. LOUIS, MO",FATAL,EXEMPT,2024-06-11,2:23AM,ST. LOUIS,INTERSTATE 70 EAST OF INTERSTATE 270,C
ADULT,33,"ST. PETERS, MO",NO INJURY,YES,2024-06-11,2:23AM,ST. LOUIS,INTERSTATE 70 EAST OF INTERSTATE 270,C
ADULT,61,"ST CHARLES, MO",SERIOUS,YES,2024-06-10,4:50PM,ST. CHARLES,SOUTHBOUND HIGHWAY 94 AT ROUTE B,C
ADULT,58,"CADET, MO",MINOR,YES,2024-06-10,4:30PM,JEFFERSON,MO 21 SOUTHBOUND NORTH OF ROUTE B,C
ADULT,24,"WENTZVILLE, MO",NO INJURY,NO,2024-06-10,3:06PM,WARREN,ROUTE D AT GREENSHIRE LANE,C
ADULT,53,"WASHINGTON, MO",MINOR,YES,2024-06-10,3:06PM,WARREN,ROUTE D AT GREENSHIRE LANE,C
ADULT,48,"WRIGHT CITY, MO",MINOR,YES,2024-06-10,7:24AM,WARREN,ROUTE M AT ROUTE H,C
ADULT,81,"WRIGHT CITY, MO",NO INJURY,YES,2024-06-10,7:24AM,WARREN,ROUTE M AT ROUTE H,C
ADULT,78,"ST CHARLES, MO",MODERATE,YES,2024-06-09,4:00PM,FRANKLIN,NORTHBOUND ROUTE OO NEAR SPRING VALLEY ROAD,C
ADULT,18,"ST. LOUIS,MO",NO INJURY,YES,2024-06-09,3:14PM,ST. LOUIS,NORTHBOUND INTERSTATE 170 NORTH OF MO180,C
JUVENILE,17,"ST. LOUIS, MO",MINOR,YES,2024-06-09,3:14PM,ST. LOUIS,NORTHBOUND INTERSTATE 170 NORTH OF MO180,C
ADULT,58,"ST. LOUIS,MO",NO INJURY,YES,2024-06-09,3:14PM,ST. LOUIS,NORTHBOUND INTERSTATE 170 NORTH OF MO180,C
ADULT,47,"FLORISSANT, MO",MINOR,YES,2024-06-09,3:14PM,ST. LOUIS,NORTHBOUND INTERSTATE 170 NORTH OF MO180,C
ADULT,58,"ST. LOUIS,MO",MINOR,YES,2024-06-09,3:14PM,ST. LOUIS,NORTHBOUND INTERSTATE 170 NORTH OF MO180,C
ADULT,69,"SULLIVAN, MO",MODERATE,YES,2024-06-09,10:36AM,FRANKLIN,"NORTH OUTER ROAD I-44 WESTBOUND, NEAR ROBIN WAY",C
ADULT,26,"ST. CLAIR, MO",NO INJURY,NO,2024-06-09,10:36AM,FRANKLIN,"NORTH OUTER ROAD I-44 WESTBOUND, NEAR ROBIN WAY",C
ADULT,31,"DESOTO, MO",MODERATE,YES,2024-06-09,10:05AM,ST. FRANCOIS,US-67 SOUTHBOUND AND BERRY ROAD,C
ADULT,51,"VALLES MINES, MO",MODERATE,YES,2024-06-09,10:05AM,ST. FRANCOIS,US-67 SOUTHBOUND AND BERRY ROAD,C
ADULT,19,"KUTZTOWN, PA",MODERATE,YES,2024-06-09,10:05AM,ST. FRANCOIS,US-67 SOUTHBOUND AND BERRY ROAD,C
ADULT,45,"FESTUS, MO",NO INJURY,YES,2024-06-09,10:05AM,ST. FRANCOIS,US-67 SOUTHBOUND AND BERRY ROAD,C
ADULT,30,"LABADIE, MO",MODERATE,NO,2024-06-09,9:00AM,FRANKLIN,"SOUTHBOUND ROUTE MM, SOUTH OF DANFORTH ROAD",C
ADULT,23,"PILOT KNOB, MO",NO INJURY,NO,2024-06-09,1:05AM,ST. FRANCOIS,ROUTE DD EAST OF ROUTE H,C
ADULT,25,"PILOT KNOB, MO",MINOR,NO,2024-06-09,1:05AM,ST. FRANCOIS,ROUTE DD EAST OF ROUTE H,C
ADULT,27,"PILOT KNOB, MO",MINOR,NO,2024-06-09,1:05AM,ST. FRANCOIS,ROUTE DD EAST OF ROUTE H,C
ADULT,28,"PILOT KNOB, MO",SERIOUS,NO,2024-06-09,1:05AM,ST. FRANCOIS,ROUTE DD EAST OF ROUTE H,C
ADULT,27,"ST LOUIS, MO",MINOR,NO,2024-06-08,9:53PM,ST. CHARLES,WESTBOUND HIGHWAY 94 WEST OF MONTELLE DRIVE,C
ADULT,29,"ST CHARLES, MO",MODERATE,NO,2024-06-08,9:53PM,ST. CHARLES,WESTBOUND HIGHWAY 94 WEST OF MONTELLE DR,C
ADULT,26,"SAINT LOUIS, MO",MODERATE,YES,2024-06-08,6:55AM,WARREN,EASTBOUND I-70 AT THE 200 MILE MARKER,C
ADULT,26,"SAINT LOUIS, MO",MODERATE,YES,2024-06-08,6:30AM,ST. LOUIS,"NORTHBOUND I-270, NORTH OF MO-340",C
ADULT,54,"HOUSE SPRINGS, MO",NO INJURY,YES,2024-06-08,6:30AM,ST. LOUIS,"NORTHBOUND I-270, NORTH OF MO-340",C
ADULT,42,ST LOUIS MO,MINOR,YES,2024-06-08,5:50AM,ST. CHARLES,EASTBOUND INTERSTATE 70 WEST OF TR HUGHES BOULEVARD,C
ADULT,29,MARSHALL MO,MINOR,NO,2024-06-08,4:45AM,ST. CHARLES,WESTBOUND INTERSTATE 64 EAST OF MISSOURI 94,C
ADULT,25,MARSHALL MO,MINOR,YES,2024-06-08,4:45AM,ST. CHARLES,WESTBOUND INTERSTATE 64 EAST OF MISSOURI 94,C
ADULT,26,"FOLEY, MO",SERIOUS,YES,2024-06-07,11:30PM,LINCOLN,OLD HIGHWAY 79 EAST OF HIGHWAY 79,C
ADULT,40,"WASHINGTON, MO",MINOR,YES,2024-06-07,10:35PM,FRANKLIN,SNAKE HILL ROAD NEAR BLUFF VIEW LANE,C
ADULT,32,"HANNIBAL, MO",MINOR,YES,2024-06-07,7:30PM,PIKE,61 NB SOUTH OF PIKE 308,C
ADULT,62,"BOWLING GREEN, MO",NO INJURY,YES,2024-06-07,7:30PM,PIKE,61 NB SOUTH OF PIKE 308,C
ADULT,55,"PACIFIC, MO",MINOR,YES,2024-06-07,7:20PM,FRANKLIN,OLD GRAY SUMMIT ROAD NEAR NURSERY ROAD,C
ADULT,62,"GRANITE CITY, IL",NO INJURY,YES,2024-06-07,4:08PM,ST. LOUIS,"EASTBOUND INTERSTATE 70, EAST OF MISSOURI 141",C
ADULT,41,"GRANITE CITY, IL",NO INJURY,YES,2024-06-07,4:08PM,ST. LOUIS,"EASTBOUND INTERSTATE 70, EAST OF MISSOURI 141",C
ADULT,39,"ALTON, IL",MODERATE,YES,2024-06-07,4:08PM,ST. LOUIS,"EASTBOUND INTERSTATE 70, EAST OF MISSOURI 141",C
ADULT,55,"EAST ST. LOUIS, IL",MODERATE,YES,2024-06-07,4:08PM,ST. LOUIS,"EASTBOUND INTERSTATE 70, EAST OF MISSOURI 141",C
ADULT,79,"CHESTERFIELD, MO",MODERATE,YES,2024-06-07,4:08PM,ST. LOUIS,"EASTBOUND INTERSTATE 70, EAST OF MISSOURI 141",C
ADULT,18,"ST. CLAIR, MO",MINOR,YES,2024-06-07,11:51AM,FRANKLIN,816 WEST SPRINGFIELD ROAD,C
JUVENILE,15,"ST. CLAIR, MO",MINOR,YES,2024-06-07,11:51AM,FRANKLIN,816 WEST SPRINGFIELD ROAD,C
ADULT,62,"ST. CHARLES, MO",MINOR,UNKNOWN,2024-06-07,4:05AM,ST. CHARLES,370 WESTBOUND AT HIGHWAY 94,C
ADULT,52,"ST. CHARLES, MO",SERIOUS,YES,2024-06-06,11:25PM,ST. CHARLES,WESTBOUND HIGHWAY 94 EAST OF REES RD,C
ADULT,21,"IRONTON, MO",MINOR,YES,2024-06-06,6:49PM,ST. FRANCOIS,MO-221 NORTH OF ROCK SPRINGS RD,C
ADULT,18,"IRONTON, MO",MINOR,YES,2024-06-06,6:49PM,ST. FRANCOIS,MO-221 NORTH OF ROCK SPRINGS RD,C
ADULT,18,"IRONTON, MO",MINOR,NO,2024-06-06,6:49PM,ST. FRANCOIS,MO-221 NORTH OF ROCK SPRINGS RD,C
ADULT,38,"PACIFIC, MO",NO INJURY,YES,2024-06-06,5:50PM,JEFFERSON,MO FF SOUTH OF JOHN MCKEEVER RD,C
ADULT,57,"DE SOTO, MO",MINOR,YES,2024-06-06,5:50PM,JEFFERSON,MO FF SOUTH OF JOHN MCKEEVER RD,C
ADULT,68,"HERCULANEUM, MO",NO INJURY,YES,2024-06-06,5:50PM,JEFFERSON,MO FF SOUTH OF JOHN MCKEEVER RD,C
ADULT,19,"ST. PETERS, MO",NO INJURY,YES,2024-06-06,4:00PM,ST. CHARLES,I-70 WEST OF MO-370,C
ADULT,64,"ST. PETERS, MO",NO INJURY,YES,2024-06-06,4:00PM,ST. CHARLES,I-70 WEST OF MO-370,C
ADULT,38,"ST. LOUIS, MO",MODERATE,YES,2024-06-06,4:00PM,ST. CHARLES,I-70 WEST OF MO-370,C
ADULT,53,"ST. CHARLES, MO",NO INJURY,YES,2024-06-06,4:00PM,ST. CHARLES,I-70 WEST OF MO-370,C
ADULT,63,"OFALLON, MO",MODERATE,YES,2024-06-06,2:33PM,ST. CHARLES,EASTBOUND MO 94 EAST OF SANDERS ROAD,C
ADULT,66,"ARLINGTON, NE",FATAL,UNKNOWN,2024-06-06,8:49AM,ST. LOUIS,INTERSTATE 170 RAMP TO INTERSTATE 70,C
ADULT,75,"ST LOUIS, MO",NO INJURY,YES,2024-06-06,7:04AM,JEFFERSON,MO 30 AT LITTLE BRENNAN,C
ADULT,83,"ST LOUIS, MO",MINOR,YES,2024-06-06,7:04AM,JEFFERSON,MO 30 AT LITTLE BRENNAN,C
ADULT,79,"MEHLVILLE, MO",MINOR,YES,2024-06-06,7:04AM,JEFFERSON,MO 30 AT LITTLE BRENNAN,C
ADULT,25,"BALLWIN, MO",MINOR,YES,2024-06-06,7:04AM,JEFFERSON,MO 30 AT LITTLE BRENNAN,C
ADULT,77,"ST LOUIS ,MO",MINOR,YES,2024-06-06,7:04AM,JEFFERSON,MO 30 AT LITTLE BRENNAN,C
ADULT,18,"UNION, MO",MINOR,YES,2024-06-06,5:00AM,FRANKLIN,ROUTE V EAST OF CLEARVIEW ROAD,C
ADULT,24,"OFALLON, MO",SERIOUS,YES,2024-06-05,11:35PM,ST. CHARLES,US 61 SB SOUTH OF HIGHWAY P,C
ADULT,37,"HANNIBAL, MO",NO INJURY,YES,2024-06-05,11:35PM,ST. CHARLES,US 61 SB SOUTH OF HIGHWAY P,C
ADULT,21,"IRONTON, MO",MODERATE,YES,2024-06-05,8:58PM,ST. FRANCOIS,MIDDLEBROOK ROAD 1 MILE SOUTH OF ST LOUIS AVENUE,C
ADULT,79,"HOUSE SPRINGS, MO",NO INJURY,YES,2024-06-05,7:05PM,JEFFERSON,HIGHWAY 30 AT HIGHWAY PP,C
ADULT,35,"HOUSE SPRINGS, MO",MINOR,YES,2024-06-05,7:05PM,JEFFERSON,HIGHWAY 30 AT HIGHWAY PP,C
ADULT,60,"HOUSE SPRINGS, MO",NO INJURY,YES,2024-06-05,7:05PM,JEFFERSON,HIGHWAY 30 AT HIGHWAY PP,C
ADULT,41,"CUBA, MO",NO INJURY,YES,2024-06-05,8:01AM,ST. LOUIS,I-44 EAST OF BOWLES AVENUE,C
ADULT,19,"SULLIVAN, MO",MINOR,YES,2024-06-05,8:01AM,ST. LOUIS,I-44 EAST OF BOWLES AVENUE,C
ADULT,26,"BYRNES MILL, MO",NO INJURY,NO,2024-06-05,8:01AM,ST. LOUIS,I-44 EAST OF BOWLES AVENUE,C
ADULT,21,"BYRNES MILL, MO",MODERATE,NO,2024-06-05,8:01AM,ST. LOUIS,I-44 EAST OF BOWLES AVENUE,C
ADULT,42,"STE. GENEVIEVE, MO",MINOR,YES,2024-06-05,7:15AM,STE. GENEVIEVE,EASTBOUND MO 32 EAST OF HIGHWAY 144,C
ADULT,60,"DE SOTO, MO",MINOR,NO,2024-06-04,10:30PM,JEFFERSON,SOUTHBOUND US 67 NORTH OF SUNNYSIDE ROAD,C
ADULT,46,"OFALLON, MO",FATAL,EXEMPT,2024-06-04,9:35PM,ST. LOUIS,WESTBOUND I-64 EAST OF BOONES CROSSING,C
ADULT,32,"HOUSE SPRINGS, MO",NO INJURY,YES,2024-06-04,9:35PM,ST. LOUIS,WESTBOUND I-64 EAST OF BOONES CROSSING,C
ADULT,57,"DESOTO, MO",MINOR,YES,2024-06-04,5:10PM,JEFFERSON,ROUTE CC SOUTH OF SUNNYSIDE ROAD,C
ADULT,UNK,NONE,NO INJURY,EXEMPT,2024-06-04,5:10PM,JEFFERSON,ROUTE CC SOUTH OF SUNNYSIDE ROAD,C
ADULT,66,"BARNHART, MO",MODERATE,YES,2024-06-04,2:30PM,JEFFERSON,7316 OLD STATE HIGHWAY 21,C
ADULT,54,"BARNHART, MO",NO INJURY,NO,2024-06-04,2:30PM,JEFFERSON,7316 OLD STATE HIGHWAY 21,C
ADULT,33,"BALLWIN, MO",SERIOUS,NO,2024-06-03,11:05PM,ST. LOUIS,WESTBOUND INTERSTATE 70 WEST OF INTERSTATE 170,C
ADULT,20,"HERCULANEUM, MO",MODERATE,NO,2024-06-03,10:20PM,JEFFERSON,NORTHBOUND SCENIC DRIVE NORTH OF BRANDON WALLACE,C
ADULT,33,"PARK HILLS, MO",SERIOUS,YES,2024-06-03,7:25PM,ST. FRANCOIS,ROUTE B NORTH OF CROCKER COURT,C
ADULT,66,"PRAIRIE VILLAGE, KS",MINOR,YES,2024-06-03,1:50PM,ST. LOUIS,INTERSTATE 170 NORTHBOUND FROM INTERSTATE 70 WESTBOUND,C
ADULT,26,"PERRYVILLE, MO",NO INJURY,YES,2024-06-03,12:40PM,STE. GENEVIEVE,EASTBOUND HIGHWAY 32 EAST OF INTERSTATE 55,C
ADULT,61,"ST LOUIS, MO",NO INJURY,YES,2024-06-03,12:40PM,STE. GENEVIEVE,EASTBOUND HIGHWAY 32 EAST OF INTERSTATE 55,C
ADULT,56,"STE GENEVIEVE, MO",MINOR,YES,2024-06-03,12:40PM,STE. GENEVIEVE,EASTBOUND HIGHWAY 32 EAST OF INTERSTATE 55,C
ADULT,30,"HERMANN, MO",SERIOUS,NO,2024-06-03,7:18AM,FRANKLIN,EASTBOUND MISSOURI 100 AT ROUTE V,C
ADULT,28,"WASHINGTON, MO",MINOR,YES,2024-06-03,7:18AM,FRANKLIN,EASTBOUND MISSOURI 100 AT ROUTE V,C
JUVENILE,2,"UNION, MO",MODERATE,YES,2024-06-03,7:18AM,FRANKLIN,EASTBOUND MISSOURI 100 AT ROUTE V,C
JUVENILE,2,"UNION, MO",MODERATE,YES,2024-06-03,7:18AM,FRANKLIN,EASTBOUND MISSOURI 100 AT ROUTE V,C
ADULT,36,"UNION, MO",MINOR,NO,2024-06-03,7:18AM,FRANKLIN,EASTBOUND MISSOURI 100 AT ROUTE V,C
JUVENILE,17,"WARRENSBURG, MO",NO INJURY,YES,2024-06-02,3:45PM,ST. CHARLES,"I-70 WESTBOUND, WEST OF LAKE ST. LOUIS BOULEVARD",C
ADULT,58,"LAKE ST. LOUIS, MO",MODERATE,NO,2024-06-02,3:45PM,ST. CHARLES,"I-70 WESTBOUND, WEST OF LAKE ST. LOUIS BOULEVARD",C
JUVENILE,17,"POTOSI, MO",SERIOUS,NO,2024-06-01,11:00PM,WASHINGTON,NORTHBOUND HIGHWAY P SOUTH OF PIGEON ROOST ROAD,C
ADULT,18,"TIFF, MO",SERIOUS,NO,2024-06-01,11:00PM,WASHINGTON,NORTHBOUND HIGHWAY P SOUTH OF PIGEON ROOST ROAD,C
JUVENILE,17,"POTOSI, MO",MODERATE,NO,2024-06-01,11:00PM,WASHINGTON,NORTHBOUND HIGHWAY P SOUTH OF PIGEON ROOST ROAD,C
ADULT,21,"POTOSI, MO",SERIOUS,YES,2024-06-01,11:00PM,WASHINGTON,NORTHBOUND HIGHWAY P SOUTH OF PIGEON ROOST ROAD,C
ADULT,65,"HILLSBORO, MO",SERIOUS,NO,2024-06-01,8:08PM,JEFFERSON,NORTHBOUND MAPAVILLE HEMATITE ROAD AT PLASS ROAD,C
ADULT,58,"VALLES MINES, MO",MINOR,YES,2024-06-01,2:02PM,ST. FRANCOIS,7472 HOUSE ROAD,C
ADULT,66,"VALLES MINES, MO",NO INJURY,YES,2024-06-01,2:02PM,ST. FRANCOIS,7472 HOUSE ROAD,C
ADULT,58,"BISMARCK, MO",MINOR,NO,2024-06-01,2:02PM,ST. FRANCOIS,7472 HOUSE ROAD,C
ADULT,80,"ST PETERS, MO",MINOR,YES,2024-06-01,1:59AM,ST. CHARLES,EASTBOUND I-70 WEST OF TR HUGHES BLVD,C
ADULT,30,"PARK HILLS, MO",MODERATE,NO,2024-05-31,11:30PM,ST. FRANCOIS,SOUTHBOUND US 67 AT STORMY LANE,C
ADULT,23,"POTOSI, MO",MINOR,YES,2024-05-31,7:56PM,WASHINGTON,NORTHBOUND HIGHWAY 21 AT TINDALL ROAD,C
ADULT,22,"CADET, MO",NO INJURY,NO,2024-05-31,7:56PM,WASHINGTON,NORTHBOUND HIGHWAY 21 AT TINDALL ROAD,C
ADULT,36,"POTOSI, MO",MINOR,YES,2024-05-31,7:56PM,WASHINGTON,NORTHBOUND HIGHWAY 21 AT TINDALL ROAD,C
ADULT,43,"BELLEVILLE, IL",SERIOUS,YES,2024-05-31,7:47PM,JEFFERSON,SOUTHBOUND US 67 NORTH OF MOUNT OLIVE,C
ADULT,35,"BALTIMORE, MD",NO INJURY,YES,2024-05-31,7:30PM,ST. CHARLES,EASTBOUND INTERSTATE 70 WEST OF TR HUGHES BOULEVARD,C
ADULT,27,"COLUMBIA , MO",MODERATE,YES,2024-05-31,7:30PM,ST. CHARLES,EASTBOUND INTERSTATE 70 WEST OF TR HUGHES BOULEVARD,C
ADULT,58,"PARK HILLS, MO",NO INJURY,YES,2024-05-31,5:25PM,ST. FRANCOIS,HILDEBRECHT ROAD WEST OF HOEHN ROAD,C
ADULT,71,"FREDERICKTOWN, MO",MODERATE,YES,2024-05-31,5:25PM,ST. FRANCOIS,HILDEBRECHT ROAD WEST OF HOEHN ROAD,C
ADULT,58,"ST. CLAIR, MO",NO INJURY,YES,2024-05-31,2:05PM,FRANKLIN,9080 HWY 100,C
ADULT,58,"NEW HAVEN, MO",SERIOUS,YES,2024-05-31,2:05PM,FRANKLIN,9080 HWY 100,C
ADULT,47,"UNION, MO",SERIOUS,YES,2024-05-31,2:05PM,FRANKLIN,9080 HWY 100,C
ADULT,71,"FLORISSANT, MO",SERIOUS,YES,2024-05-31,1:35PM,ST. CHARLES,US-67 NORTH OF MO-94,C
ADULT,29,"FARMINGTON, MO",NO INJURY,YES,2024-05-31,8:25AM,ST. FRANCOIS,"US-67 NORTHBOUND, AT MADISON COUNTY LINE",C
ADULT,45,"ARCADIA, MO",MINOR,YES,2024-05-31,8:25AM,ST. FRANCOIS,"US-67 NORTHBOUND, AT MADISON COUNTY LINE",C
ADULT,37,"CINCINNATI, OH",NO INJURY,YES,2024-05-31,7:50AM,ST. LOUIS,WESTBOUND I-270 AT US-67,C
ADULT,31,"ST. CHARLES, MO",MODERATE,YES,2024-05-31,7:50AM,ST. LOUIS,WESTBOUND I-270 AT US-67,C
ADULT,32,"SAINT LOUIS, MO",MINOR,YES,2024-05-31,7:45AM,ST. LOUIS,"WESTBOUND I-270, EAST OF US-67",C
ADULT,59,"FLORISSANT, MO",NO INJURY,YES,2024-05-31,7:45AM,ST. LOUIS,"WESTBOUND I-270, EAST OF US-67",C
ADULT,32,"HAZELWOOD, MO",NO INJURY,YES,2024-05-31,7:45AM,ST. LOUIS,"WESTBOUND I-270, EAST OF US-67",C
ADULT,39,"WOOD RIVER, IL",NO INJURY,YES,2024-05-31,7:45AM,ST. LOUIS,"WESTBOUND I-270, EAST OF US-67",C
ADULT,30,"SAINT LOUIS, MO",NO INJURY,YES,2024-05-31,7:45AM,ST. LOUIS,"WESTBOUND I-270, EAST OF US-67",C
ADULT,53,"BETHALTO, IL",MODERATE,YES,2024-05-31,7:45AM,ST. LOUIS,"WESTBOUND I-270, EAST OF US-67",C
ADULT,45,"SAINT LOUIS, MO",NO INJURY,YES,2024-05-31,7:45AM,ST. LOUIS,"WESTBOUND I-270, EAST OF US-67",C
